seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	86323364	86323387	24	*	X4090	29979	86274878	86323168	48291	-	195	upstream	195	UBQLN1
chr9	86536351	86536406	56	*	X4091	55582	86451615	86536380	84766	-	0	overlapStart	0	KIF27
chr9	86594446	86594486	41	*	X4092	80010	86595637	86618987	23351	+	1150	upstream	1150	RMI1
chr9	86594651	86594663	13	*	X4093	80010	86595637	86618987	23351	+	973	upstream	973	RMI1
chr9	88897322	88897441	120	*	X4096	51280	88641058	88897490	256433	-	0	inside	48	GOLM1
chr9	88897322	88897441	120	*	X4096	81689	88879463	88897490	18028	-	0	inside	48	ISCA1
chr9	88969165	88969343	179	*	X4097	79670	88902648	88969402	66755	-	0	inside	58	TUT7
chr9	90341043	90341298	256	*	X4100	1514	90340974	90346384	5411	+	0	inside	68	CTSL
chr9	90589505	90589709	205	*	X4103	23552	90581359	90589695	8337	-	0	overlapStart	0	CDK20
chr9	91794980	91794993	14	*	X4106	53358	91620686	91793682	172997	-	1297	upstream	1297	SHC3
chr9	91795014	91795033	20	*	X4107	53358	91620686	91793682	172997	-	1331	upstream	1331	SHC3
chr9	91926179	91926223	45	*	X4108	100422936	91927140	91927221	82	+	916	upstream	916	MIR3153
chr9	91926179	91926223	45	*	X4108	1164	91926113	91931618	5506	+	0	inside	65	CKS2
chr9	91933134	91933410	277	*	X4109	79048	91933412	91974561	41150	+	1	upstream	1	SECISBP2
chr9	92113149	92113167	19	*	X4110	10507	91975706	92112888	137183	-	260	upstream	260	SEMA4D
chr9	92219397	92219484	88	*	X4111	10912	92219927	92221469	1543	+	442	upstream	442	GADD45G
chr9	94877621	94877797	177	*	X4113	10558	94793420	94877690	84271	-	0	overlapStart	0	SPTLC1
chr9	95055890	95056015	126	*	X4114	100124534	95054740	95054875	136	-	1014	upstream	1014	SNORA84
chr9	95055890	95056015	126	*	X4114	3376	94972490	95056038	83549	-	0	inside	22	IARS1
chr9	95056137	95056190	54	*	X4115	100124534	95054740	95054875	136	-	1261	upstream	1261	SNORA84
chr9	95056137	95056190	54	*	X4115	3376	94972490	95056038	83549	-	98	upstream	98	IARS1
chr9	95087494	95088255	762	*	X4116	401541	95087741	95377437	289697	+	0	overlapStart	0	CENPP
chr9	95087494	95088255	762	*	X4116	55035	95059640	95087876	28237	-	0	overlapStart	0	NOL8
chr9	95432654	95432696	43	*	X4117	64768	95375466	95432547	57082	-	106	upstream	106	IPPK
chr9	95640147	95640354	208	*	X4118	83744	95607313	95640320	33008	-	0	overlapStart	0	ZNF484
chr9	95640431	95640516	86	*	X4119	83744	95607313	95640320	33008	-	110	upstream	110	ZNF484
chr9	95640533	95640552	20	*	X4120	83744	95607313	95640320	33008	-	212	upstream	212	ZNF484
chr9	98079977	98080102	126	*	X4121	2176	97861336	98079991	218656	-	0	overlapStart	0	FANCC
chr9	98080134	98080144	11	*	X4122	2176	97861336	98079991	218656	-	142	upstream	142	FANCC
chr9	98278991	98279102	112	*	X4125	5727	98205264	98279247	73984	-	0	inside	144	PTCH1
chr9	98638062	98638497	436	*	X4126	100128782	98568370	98638259	69890	-	0	overlapStart	0	LINC00476
chr9	98638062	98638497	436	*	X4126	375748	98637900	98767137	129238	+	0	inside	161	ERCC6L2
chr9	99540280	99540291	12	*	X4128	22869	99518147	99540338	22192	-	0	inside	46	ZNF510
chr9	99540305	99540348	44	*	X4129	22869	99518147	99540338	22192	-	0	overlapStart	0	ZNF510
chr9	99540360	99540360	1	*	X4130	22869	99518147	99540338	22192	-	21	upstream	21	ZNF510
chr9	99540441	99540466	26	*	X4131	22869	99518147	99540338	22192	-	102	upstream	102	ZNF510
chr9	99540508	99540529	22	*	X4132	22869	99518147	99540338	22192	-	169	upstream	169	ZNF510
chr9	100000332	100000434	103	*	X4137	100499484	100000708	100059596	58889	+	273	upstream	273	SUGT1P4-STRA6LP
chr9	100000332	100000434	103	*	X4137	57653	100000708	100139577	138870	+	273	upstream	273	SUGT1P4-STRA6LP-CCDC180
chr9	100000495	100000582	88	*	X4138	100499484	100000708	100059596	58889	+	125	upstream	125	SUGT1P4-STRA6LP
chr9	100000495	100000582	88	*	X4138	57653	100000708	100139577	138870	+	125	upstream	125	SUGT1P4-STRA6LP-CCDC180
chr9	100000663	100000800	138	*	X4139	100499484	100000708	100059596	58889	+	0	overlapStart	0	SUGT1P4-STRA6LP
chr9	100000663	100000800	138	*	X4139	57653	100000708	100139577	138870	+	0	overlapStart	0	SUGT1P4-STRA6LP-CCDC180
chr9	100395902	100395955	54	*	X4140	158427	100362362	100395962	33601	-	0	inside	6	TSTD2
chr9	100395902	100395955	54	*	X4140	4686	100395705	100436029	40325	+	0	inside	196	NCBP1
chr9	100395967	100396266	300	*	X4141	158427	100362362	100395962	33601	-	4	upstream	4	TSTD2
chr9	100395967	100396266	300	*	X4141	4686	100395705	100436029	40325	+	0	inside	261	NCBP1
chr9	100684396	100684838	443	*	X4142	51531	100666772	100684852	18081	-	0	inside	13	TRMO
chr9	100819119	100819151	33	*	X4143	54187	100818959	100845365	26407	+	0	inside	159	NANS
chr9	101983750	101983763	14	*	X4144	10952	101984570	101992901	8332	+	806	upstream	806	SEC61B
chr9	101984105	101984117	13	*	X4145	10952	101984570	101992901	8332	+	452	upstream	452	SEC61B
chr9	101984105	101984117	13	*	X4145	85365	101978707	101984246	5540	-	0	inside	128	ALG2
chr9	101984135	101984251	117	*	X4146	10952	101984570	101992901	8332	+	318	upstream	318	SEC61B
chr9	101984135	101984251	117	*	X4146	85365	101978707	101984246	5540	-	0	overlapStart	0	ALG2
chr9	102584123	102584145	23	*	X4148	8013	102584137	102629173	45037	+	0	overlapStart	0	NR4A3
chr9	102584198	102584235	38	*	X4149	8013	102584137	102629173	45037	+	0	inside	60	NR4A3
chr9	102584256	102584358	103	*	X4150	8013	102584137	102629173	45037	+	0	inside	118	NR4A3
chr9	102861223	102861233	11	*	X4151	23071	102741463	102861330	119868	-	0	inside	96	ERP44
chr9	102861223	102861233	11	*	X4151	27130	102861502	103063426	201925	+	268	upstream	268	INVS
chr9	102861245	102861260	16	*	X4152	23071	102741463	102861330	119868	-	0	inside	69	ERP44
chr9	102861245	102861260	16	*	X4152	27130	102861502	103063426	201925	+	241	upstream	241	INVS
chr9	102861273	102861297	25	*	X4153	23071	102741463	102861330	119868	-	0	inside	32	ERP44
chr9	102861273	102861297	25	*	X4153	27130	102861502	103063426	201925	+	204	upstream	204	INVS
chr9	103115317	103115405	89	*	X4154	54881	103064357	103115259	50903	-	57	upstream	57	TEX10
chr9	106856555	106856575	21	*	X4155	10592	106856541	106903700	47160	+	0	inside	13	SMC2
chr9	106856647	106856680	34	*	X4156	10592	106856541	106903700	47160	+	0	inside	105	SMC2
chr9	106856716	106856769	54	*	X4157	10592	106856541	106903700	47160	+	0	inside	174	SMC2
chr9	106856788	106856827	40	*	X4158	10592	106856541	106903700	47160	+	0	inside	246	SMC2
chr9	108006464	108006757	294	*	X4160	23446	108006929	108200782	193854	+	171	upstream	171	SLC44A1
chr9	110045261	110045291	31	*	X4163	5887	110045517	110094475	48959	+	225	upstream	225	RAD23B
chr9	110045526	110045699	174	*	X4164	5887	110045517	110094475	48959	+	0	inside	8	RAD23B
chr9	111696158	111696481	324	*	X4167	54942	111696673	111703237	6565	+	191	upstream	191	ABITRAM
chr9	111696158	111696481	324	*	X4167	8518	111629800	111696608	66809	-	0	inside	126	ELP1
chr9	111696759	111696827	69	*	X4168	54942	111696673	111703237	6565	+	0	inside	85	ABITRAM
chr9	111696759	111696827	69	*	X4168	8518	111629800	111696608	66809	-	150	upstream	150	ELP1
chr9	111881832	111881941	110	*	X4169	23731	111777415	111882225	104811	-	0	inside	283	TMEM245
chr9	112083354	112083365	12	*	X4170	54566	111934254	112083021	148768	-	332	upstream	332	EPB41L4B
chr9	112810808	112810818	11	*	X4171	11217	112810878	112934791	123914	+	59	upstream	59	NA
chr9	113018629	113018828	200	*	X4173	7295	113006092	113018920	12829	-	0	inside	91	TXN
chr9	114246754	114246831	78	*	X4174	23392	114122973	114247025	124053	-	0	inside	193	ECPAS
chr9	114361968	114362280	313	*	X4179	22949	114312002	114362135	50134	-	0	overlapStart	0	PTGR1
chr9	114393122	114393433	312	*	X4180	548645	114393632	114416631	23000	+	198	upstream	198	DNAJC25
chr9	114393122	114393433	312	*	X4180	552891	114393632	114432526	38895	+	198	upstream	198	DNAJC25-GNG10
chr9	114658750	114658835	86	*	X4183	7357	114659206	114695433	36228	+	370	upstream	370	UGCG
chr9	115248798	115248960	163	*	X4186	158405	115249248	115422706	173459	+	287	upstream	287	KIAA1958
chr9	115512739	115512843	105	*	X4188	401548	115513134	115637267	124134	+	290	upstream	290	SNX30
chr9	115774408	115774518	111	*	X4189	169834	115759400	115774472	15073	-	0	overlapStart	0	ZNF883
chr9	116139368	116139427	60	*	X4190	81932	116135698	116139233	3536	-	134	upstream	134	HDHD3
chr9	116172589	116173081	493	*	X4191	257169	116172935	116191879	18945	+	0	overlapStart	0	C9orf43
chr9	116172589	116173081	493	*	X4191	54107	116169518	116173029	3512	-	0	overlapStart	0	POLE3
chr9	117349908	117350220	313	*	X4192	9550	117349994	117361152	11159	+	0	overlapStart	0	ATP6V1G1
chr9	117373442	117373495	54	*	X4193	203197	117373706	117408703	34998	+	210	upstream	210	TMEM268
chr9	123342576	123342605	30	*	X4195	55755	123151147	123342448	191302	-	127	upstream	127	CDK5RAP2
chr9	123342621	123342657	37	*	X4196	55755	123151147	123342448	191302	-	172	upstream	172	CDK5RAP2
chr9	123555386	123555917	532	*	X4197	100288842	123555775	123561009	5235	+	0	overlapStart	0	B3GNT10
chr9	123555386	123555917	532	*	X4197	26190	123519254	123555740	36487	-	0	overlapStart	0	FBXW2
chr9	123605075	123605205	131	*	X4198	253039	123605320	123616651	11332	+	114	upstream	114	CUTALP
chr9	123605075	123605205	131	*	X4198	5711	123578332	123605299	26968	-	0	inside	93	PSMD5
chr9	123605824	123605851	28	*	X4199	5711	123578332	123605299	26968	-	524	upstream	524	PSMD5
chr9	123836809	123837343	535	*	X4200	11064	123837242	123939886	102645	+	0	overlapStart	0	CNTRL
chr9	123963503	123963507	5	*	X4201	2934	123963761	124095120	131360	+	253	upstream	253	GSN
chr9	123964036	123964480	445	*	X4202	2934	123963761	124095120	131360	+	0	inside	274	GSN
chr9	123964036	123964480	445	*	X4202	51552	123940415	123964365	23951	-	0	overlapStart	0	RAB14
chr9	124921901	124921949	49	*	X4204	254956	124922190	124962367	40178	+	240	upstream	240	MORN5
chr9	124921901	124921949	49	*	X4204	4702	124906338	124922098	15761	-	0	inside	148	NDUFA8
chr9	125667537	125667709	173	*	X4205	54542	125611732	125667562	55831	-	0	overlapStart	0	RC3H2
chr9	125667853	125667877	25	*	X4206	54542	125611732	125667562	55831	-	290	upstream	290	RC3H2
chr9	125675606	125675643	38	*	X4207	10773	125670335	125675607	5273	-	0	overlapStart	0	ZBTB6
chr9	125693583	125693599	17	*	X4208	57684	125680378	125693779	13402	-	0	inside	179	ZBTB26
chr9	125693684	125693828	145	*	X4209	57684	125680378	125693779	13402	-	0	overlapStart	0	ZBTB26
chr9	125693895	125693899	5	*	X4210	57684	125680378	125693779	13402	-	115	upstream	115	ZBTB26
chr9	125693917	125693968	52	*	X4211	57684	125680378	125693779	13402	-	137	upstream	137	ZBTB26
chr9	125702882	125703182	301	*	X4212	23637	125703112	125867147	164036	+	0	overlapStart	0	RABGAP1
chr9	125703403	125703511	109	*	X4213	23637	125703112	125867147	164036	+	0	inside	290	RABGAP1
chr9	127177514	127177525	12	*	X4216	5695	127115744	127177752	62009	-	0	inside	226	PSMB7
chr9	127177572	127177746	175	*	X4217	5695	127115744	127177752	62009	-	0	inside	5	PSMB7
chr9	127177853	127178026	174	*	X4218	5695	127115744	127177752	62009	-	100	upstream	100	PSMB7
chr9	127533590	127533940	351	*	X4219	2649	127284703	127533576	248874	-	13	upstream	13	NR6A1
chr9	127533980	127534005	26	*	X4220	2649	127284703	127533576	248874	-	403	upstream	403	NR6A1
chr9	127534059	127534074	16	*	X4221	2649	127284703	127533576	248874	-	482	upstream	482	NR6A1
chr9	127624105	127624261	157	*	X4222	11224	127620158	127624240	4083	-	0	overlapStart	0	RPL35
chr9	127631229	127631355	127	*	X4223	81873	127631484	127639696	8213	+	128	upstream	128	ARPC5L
chr9	127703467	127703655	189	*	X4224	2800	127640573	127703386	62814	-	80	upstream	80	GOLGA1
chr9	127951938	127952317	380	*	X4225	5537	127908852	127952218	43367	-	0	overlapStart	0	PPP6C
chr9	128003043	128003638	596	*	X4227	3309	127997127	128003666	6540	-	0	inside	27	HSPA5
chr9	128024220	128024230	11	*	X4228	26130	128024111	128127290	103180	+	0	inside	108	GAPVD1
chr9	129567261	129567438	178	*	X4229	23099	129567285	129600487	33203	+	0	overlapStart	0	ZBTB43
chr9	130186319	130186429	111	*	X4231	7633	130186653	130207651	20999	+	223	upstream	223	ZNF79
chr9	130186444	130186508	65	*	X4232	7633	130186653	130207651	20999	+	144	upstream	144	ZNF79
chr9	130213289	130213316	28	*	X4233	90678	130213765	130265780	52016	+	448	upstream	448	LRSAM1
chr9	130213455	130213814	360	*	X4234	6136	130209953	130213711	3759	-	0	overlapStart	0	RPL12
chr9	130213455	130213814	360	*	X4234	90678	130213765	130265780	52016	+	0	overlapStart	0	LRSAM1
chr9	130374079	130374080	2	*	X4235	6812	130374486	130454995	80510	+	405	upstream	405	STXBP1
chr9	130742495	130742519	25	*	X4236	399665	130702861	130742812	39952	-	0	inside	292	FAM102A
chr9	130742543	130742577	35	*	X4237	399665	130702861	130742812	39952	-	0	inside	234	FAM102A
chr9	130889667	130889681	15	*	X4239	389791	130890808	130892913	2106	+	1126	upstream	1126	PTGES2-AS1
chr9	130890114	130890161	48	*	X4240	389791	130890808	130892913	2106	+	646	upstream	646	PTGES2-AS1
chr9	130965371	130965385	15	*	X4242	1759	130965663	131017527	51865	+	277	upstream	277	DNM1
chr9	130965412	130965526	115	*	X4243	1759	130965663	131017527	51865	+	136	upstream	136	DNM1
chr9	131084622	131085163	542	*	X4245	26995	131071396	131084697	13302	-	0	overlapStart	0	TRUB2
chr9	131084622	131085163	542	*	X4245	51117	131084791	131096351	11561	+	0	overlapStart	0	COQ4
chr9	131267086	131267163	78	*	X4246	2733	131266971	131304580	37610	+	0	inside	114	GLE1
chr9	131486840	131486949	110	*	X4248	100506100	131486741	131495522	8782	+	0	inside	98	LOC100506100
chr9	131486840	131486949	110	*	X4248	84885	131483149	131486408	3260	-	431	upstream	431	ZDHHC12
chr9	131534459	131534519	61	*	X4249	10444	131492067	131534213	42147	-	245	upstream	245	ZER1
chr9	131549285	131549333	49	*	X4250	54662	131549510	131572711	23202	+	176	upstream	176	TBC1D13
chr9	131549666	131549707	42	*	X4251	54662	131549510	131572711	23202	+	0	inside	155	TBC1D13
chr9	131644768	131644829	62	*	X4252	883	131595392	131644354	48963	-	413	upstream	413	KYAT1
chr9	131644898	131644910	13	*	X4253	883	131595392	131644354	48963	-	543	upstream	543	KYAT1
chr9	131709719	131710131	413	*	X4254	22845	131707809	131710012	2204	-	0	overlapStart	0	DOLK
chr9	131799012	131799064	53	*	X4255	84895	131798923	131834351	35429	+	0	inside	88	MIGA2
chr9	131799089	131799124	36	*	X4256	84895	131798923	131834351	35429	+	0	inside	165	MIGA2
chr9	131873508	131873522	15	*	X4257	1384	131857073	131873070	15998	-	437	upstream	437	CRAT
chr9	131873508	131873522	15	*	X4257	5524	131873228	131911225	37998	+	0	inside	279	PTPA
chr9	131873534	131873572	39	*	X4258	1384	131857073	131873070	15998	-	463	upstream	463	CRAT
chr9	131873669	131873811	143	*	X4259	1384	131857073	131873070	15998	-	598	upstream	598	CRAT
chr9	132388428	132388816	389	*	X4262	28989	132388435	132397879	9445	+	0	overlapStart	0	NTMT1
chr9	132565329	132565491	163	*	X4263	27348	132565432	132573560	8129	+	0	overlapStart	0	TOR1B
chr9	132597445	132597482	38	*	X4264	10868	132597696	132644117	46422	+	213	upstream	213	USP20
chr9	132597445	132597482	38	*	X4264	51759	132589564	132597572	8009	-	0	inside	89	C9orf78
chr9	132816051	132816121	71	*	X4265	57720	132815985	132902448	86464	+	0	inside	65	GPR107
chr9	132816135	132816170	36	*	X4266	57720	132815985	132902448	86464	+	0	inside	149	GPR107
chr9	133454816	133454873	58	*	X4267	100272217	133452737	133454881	2145	-	0	inside	7	LOC100272217
chr9	133454816	133454873	58	*	X4267	8939	133454960	133513739	58780	+	86	upstream	86	FUBP3
chr9	133568941	133569035	95	*	X4268	23404	133569158	133580452	11295	+	122	upstream	122	EXOSC2
chr9	133569123	133569128	6	*	X4269	23404	133569158	133580452	11295	+	29	upstream	29	EXOSC2
chr9	133569191	133569202	12	*	X4270	23404	133569158	133580452	11295	+	0	inside	32	EXOSC2
chr9	133569225	133569368	144	*	X4271	23404	133569158	133580452	11295	+	0	inside	66	EXOSC2
chr9	133569383	133569404	22	*	X4272	23404	133569158	133580452	11295	+	0	inside	224	EXOSC2
chr9	134000742	134001215	474	*	X4279	8021	134000981	134109091	108111	+	0	overlapStart	0	NUP214
chr9	134001231	134001244	14	*	X4280	8021	134000981	134109091	108111	+	0	inside	249	NUP214
chr9	134378235	134378472	238	*	X4284	10585	134378289	134399193	20905	+	0	overlapStart	0	POMT1
chr9	135230195	135230245	51	*	X4286	23064	135136827	135230372	93546	-	0	inside	126	SETX
chr9	135545123	135545367	245	*	X4287	9329	135545728	135565470	19743	+	360	upstream	360	GTF3C4
chr9	135819848	135820324	477	*	X4288	7248	135766735	135820020	53286	-	0	overlapStart	0	TSC1
chr9	135906093	135906572	480	*	X4289	9328	135906062	135933890	27829	+	0	inside	30	GTF3C5
chr9	136202834	136203303	470	*	X4291	6838	136197552	136203047	5496	-	0	overlapStart	0	SURF6
chr9	136283120	136283520	401	*	X4292	57109	136271186	136283164	11979	-	0	overlapStart	0	REXO4
chr9	137000953	137001026	74	*	X4294	11091	137001210	137025094	23885	+	183	upstream	183	WDR5
chr9	137001048	137001078	31	*	X4295	11091	137001210	137025094	23885	+	131	upstream	131	WDR5
chr9	137001110	137001144	35	*	X4296	11091	137001210	137025094	23885	+	65	upstream	65	WDR5
chr9	138391590	138391605	16	*	X4298	51116	138392477	138396519	4043	+	871	upstream	871	MRPS2
chr9	138392499	138392618	120	*	X4299	138162	138387026	138392364	5339	-	134	upstream	134	C9orf116
chr9	138392499	138392618	120	*	X4299	51116	138392477	138396519	4043	+	0	inside	21	MRPS2
chr9	139304991	139305236	246	*	X4303	10807	139296374	139305054	8681	-	0	overlapStart	0	ENTR1
chr9	139304991	139305236	246	*	X4303	23203	139305116	139318213	13098	+	0	overlapStart	0	PMPCA
chr9	139305404	139305466	63	*	X4304	10807	139296374	139305054	8681	-	349	upstream	349	ENTR1
chr9	139305404	139305466	63	*	X4304	23203	139305116	139318213	13098	+	0	inside	287	PMPCA
chr9	139622359	139622392	34	*	X4306	677804	139621199	139621331	133	-	1027	upstream	1027	SNORA17A
chr9	139622359	139622392	34	*	X4306	677824	139620556	139620689	134	-	1669	upstream	1669	SNORA17B
chr9	139622359	139622392	34	*	X4306	84973	139615818	139622636	6819	-	0	inside	243	SNHG7
chr9	139702133	139702267	135	*	X4307	55684	139702192	139735639	33448	+	0	overlapStart	0	RABL6
chr9	139742279	139742499	221	*	X4308	29085	139743256	139745490	2235	+	756	upstream	756	PHPT1
chr9	139742596	139742621	26	*	X4309	29085	139743256	139745490	2235	+	634	upstream	634	PHPT1
chr9	139839371	139839386	16	*	X4310	54461	139834885	139839206	4322	-	164	upstream	164	FBXW5
chr9	139839371	139839386	16	*	X4310	733	139839698	139841426	1729	+	311	upstream	311	C8G
chr9	140082900	140083107	208	*	X4311	29882	140069236	140083057	13822	-	0	overlapStart	0	ANAPC2
chr9	140082900	140083107	208	*	X4311	8636	140083054	140084822	1769	+	0	overlapStart	0	SSNA1
chr9	140135758	140135870	113	*	X4312	10383	140135711	140138159	2449	+	0	inside	46	TUBB4B
chr9	140473507	140473541	35	*	X4315	92715	140449361	140473387	24027	-	119	upstream	119	DPH7
chr9	140513049	140513169	121	*	X4316	79813	140513444	140730578	217135	+	274	upstream	274	EHMT1
chr9	140513049	140513169	121	*	X4316	85026	140509784	140513308	3525	-	0	inside	138	ARRDC1-AS1
chr9	140513250	140513252	3	*	X4317	79813	140513444	140730578	217135	+	191	upstream	191	EHMT1
chr9	140513250	140513252	3	*	X4317	85026	140509784	140513308	3525	-	0	inside	55	ARRDC1-AS1
chr10	977577	977591	15	*	X4321	23185	852854	977645	124792	-	0	inside	53	LARP4B
chr10	977615	977631	17	*	X4322	23185	852854	977645	124792	-	0	inside	13	LARP4B
chr10	1094681	1094694	14	*	X4323	22884	1095478	1178237	82760	+	783	upstream	783	WDR37
chr10	1094726	1094846	121	*	X4324	22884	1095478	1178237	82760	+	631	upstream	631	WDR37
chr10	3215408	3215532	125	*	X4326	10531	3179116	3215033	35918	-	374	upstream	374	PITRM1
chr10	3215554	3215558	5	*	X4327	10531	3179116	3215033	35918	-	520	upstream	520	PITRM1
chr10	3827079	3827364	286	*	X4331	1316	3818188	3827473	9286	-	0	inside	108	KLF6
chr10	5726573	5726600	28	*	X4333	54906	5726801	5805703	78903	+	200	upstream	200	TASOR2
chr10	5726614	5726645	32	*	X4334	54906	5726801	5805703	78903	+	155	upstream	155	TASOR2
chr10	5726877	5726898	22	*	X4335	54906	5726801	5805703	78903	+	0	inside	75	TASOR2
chr10	5855264	5855357	94	*	X4337	2665	5807186	5855512	48327	-	0	inside	154	GDI2
chr10	5930939	5930987	49	*	X4338	84893	5931535	5979558	48024	+	547	upstream	547	FBH1
chr10	6130711	6130864	154	*	X4339	84991	6130949	6159422	28474	+	84	upstream	84	RBM17
chr10	7453135	7453198	64	*	X4344	57713	7200586	7453448	252863	-	0	inside	249	SFMBT2
chr10	7860221	7860643	423	*	X4345	83860	7860467	8057016	196550	+	0	overlapStart	0	TAF3
chr10	12237792	12238317	526	*	X4347	11164	12209573	12238143	28571	-	0	overlapStart	0	NUDT5
chr10	12237792	12238317	526	*	X4347	8872	12237961	12292589	54629	+	0	overlapStart	0	CDC123
chr10	13203843	13203857	15	*	X4348	55388	13203554	13253104	49551	+	0	inside	288	MCM10
chr10	13628973	13629106	134	*	X4349	8559	13628939	13697929	68991	+	0	inside	33	PRPF18
chr10	14880377	14880413	37	*	X4352	441549	14861251	14880574	19324	-	0	inside	160	CDNF
chr10	14880377	14880413	37	*	X4352	51182	14880159	14913740	33582	+	0	inside	217	HSPA14
chr10	14920498	14920617	120	*	X4353	79723	14920782	14946304	25523	+	164	upstream	164	SUV39H2
chr10	15001666	15002082	417	*	X4354	644890	15001438	15014850	13413	+	0	inside	227	MEIG1
chr10	15139142	15139338	197	*	X4355	10557	15139179	15146256	7078	+	0	overlapStart	0	RPP38
chr10	15139142	15139338	197	*	X4355	221060	15137384	15139318	1935	-	0	overlapStart	0	RPP38-DT
chr10	15139566	15139595	30	*	X4356	221060	15137384	15139318	1935	-	247	upstream	247	RPP38-DT
chr10	17243314	17243870	557	*	X4357	1787	17184982	17244070	59089	-	0	inside	199	TRDMT1
chr10	21814827	21815027	201	*	X4361	387640	21802409	21814611	12203	-	215	upstream	215	SKIDA1
chr10	21816060	21816079	20	*	X4362	387640	21802409	21814611	12203	-	1448	upstream	1448	SKIDA1
chr10	21823233	21823289	57	*	X4363	8028	21823101	22032559	209459	+	0	inside	131	MLLT10
chr10	25305404	25305709	306	*	X4369	79896	25305508	25315593	10086	+	0	overlapStart	0	THNSL1
chr10	25305769	25306042	274	*	X4370	79896	25305508	25315593	10086	+	0	inside	260	THNSL1
chr10	27531131	27531181	51	*	X4373	91452	27484143	27531068	46926	-	62	upstream	62	ACBD5
chr10	27792971	27792989	19	*	X4374	22931	27793103	27831166	38064	+	113	upstream	113	RAB18
chr10	27793001	27793453	453	*	X4375	22931	27793103	27831166	38064	+	0	overlapStart	0	RAB18
chr10	28821705	28821715	11	*	X4378	220906	28808846	28821460	12615	-	244	upstream	244	WAC-AS1
chr10	28821705	28821715	11	*	X4378	51322	28821422	28912041	90620	+	0	inside	282	WAC
chr10	28821878	28821892	15	*	X4379	220906	28808846	28821460	12615	-	417	upstream	417	WAC-AS1
chr10	32217624	32217742	119	*	X4383	94134	32094326	32217804	123479	-	0	inside	61	ARHGAP12
chr10	32345069	32345122	54	*	X4386	3799	32297938	32345371	47434	-	0	inside	248	KIF5B
chr10	32345156	32345218	63	*	X4387	3799	32297938	32345371	47434	-	0	inside	152	KIF5B
chr10	32734891	32735056	166	*	X4391	221016	32735041	32863492	128452	+	0	overlapStart	0	NA
chr10	32735162	32735251	90	*	X4392	221016	32735041	32863492	128452	+	0	inside	120	NA
chr10	35379423	35379452	30	*	X4396	8453	35297479	35379570	82092	-	0	inside	117	CUL2
chr10	35379471	35379618	148	*	X4397	8453	35297479	35379570	82092	-	0	overlapStart	0	CUL2
chr10	35379632	35379645	14	*	X4398	8453	35297479	35379570	82092	-	61	upstream	61	CUL2
chr10	35415764	35415801	38	*	X4399	1390	35415769	35501886	86118	+	0	overlapStart	0	CREM
chr10	35415820	35415846	27	*	X4400	1390	35415769	35501886	86118	+	0	inside	50	CREM
chr10	35416024	35416207	184	*	X4401	1390	35415769	35501886	86118	+	0	inside	254	CREM
chr10	38146516	38146845	330	*	X4403	57209	38065454	38147012	81559	-	0	inside	166	ZNF248
chr10	38146857	38146872	16	*	X4404	57209	38065454	38147012	81559	-	0	inside	139	ZNF248
chr10	38146884	38146898	15	*	X4405	57209	38065454	38147012	81559	-	0	inside	113	ZNF248
chr10	38146996	38147002	7	*	X4406	57209	38065454	38147012	81559	-	0	inside	9	ZNF248
chr10	38265254	38265311	58	*	X4408	219749	38238795	38265453	26659	-	0	inside	141	ZNF25
chr10	43133670	43134060	391	*	X4411	7582	43069631	43133992	64362	-	0	overlapStart	0	ZNF33B
chr10	43277913	43278416	504	*	X4412	9790	43277954	43330385	52432	+	0	overlapStart	0	BMS1
chr10	43904409	43904484	76	*	X4419	3185	43881065	43904696	23632	-	0	inside	211	HNRNPF
chr10	44069940	44070093	154	*	X4421	8187	44051793	44070066	18274	-	0	overlapStart	0	ZNF239
chr10	45454934	45454950	17	*	X4422	220980	45306472	45455137	148666	-	0	inside	186	TMEM72-AS1
chr10	45454934	45454950	17	*	X4422	83937	45455219	45490172	34954	+	268	upstream	268	RASSF4
chr10	51565215	51565260	46	*	X4424	8031	51565108	51590734	25627	+	0	inside	106	NCOA4
chr10	51623292	51623473	182	*	X4426	100287932	51592081	51623386	31306	-	0	overlapStart	0	TIMM23
chr10	52499581	52499888	308	*	X4428	653308	52499688	52514569	14882	+	0	overlapStart	0	ASAH2B
chr10	53459238	53459657	420	*	X4429	23283	53455246	53459355	4110	-	0	overlapStart	0	CSTF2T
chr10	58121027	58121058	32	*	X4431	11130	58117199	58121034	3836	-	0	overlapStart	0	ZWINT
chr10	60144791	60144874	84	*	X4432	7019	60144903	60158990	14088	+	28	upstream	28	TFAM
chr10	60144982	60145287	306	*	X4433	7019	60144903	60158990	14088	+	0	inside	78	TFAM
chr10	62538027	62538425	399	*	X4435	983	62538089	62554610	16522	+	0	overlapStart	0	CDK1
chr10	64028378	64028447	70	*	X4436	219790	63942794	64028466	85673	-	0	inside	18	RTKN2
chr10	64892718	64892755	38	*	X4437	29982	64893007	64914786	21780	+	251	upstream	251	NRBF2
chr10	64893115	64893178	64	*	X4438	29982	64893007	64914786	21780	+	0	inside	107	NRBF2
chr10	65225060	65225746	687	*	X4439	221037	64926988	65225722	298735	-	0	overlapStart	0	JMJD1C
